Acceleration Data 
Time [ms], x [m/s²], y [m/s²], z [m/s²] 
1689078176932,0,0.6000000000000001,-1
1689078176949,0.7000000000000001,1.1,-0.2
1689078176965,0.6000000000000001,1,-0.2
1689078176982,0.30000000000000004,0.4,0.30000000000000004
1689078176998,-0.4,0.1,-0.1
1689078177015,-1,0.1,-0.6000000000000001
1689078177032,-0.2,-0.1,-0.4
1689078177048,-0.8,0.5,-0.6000000000000001
1689078177065,-0.5,0.4,-0.7000000000000001
1689078177082,-0.2,0.1,-1.1
1689078177098,-0.6000000000000001,0,-1.3
1689078177115,-0.4,-0.2,-1.2000000000000002
1689078177132,-0.30000000000000004,-0.30000000000000004,-0.8
1689078177148,0.1,-0.5,-0.2
1689078177165,0.8,-0.4,-0.30000000000000004
1689078177182,0.9,-0.1,-0.7000000000000001
1689078177198,0.7000000000000001,0.2,-1.2000000000000002
1689078177215,0.5,0.30000000000000004,-1.3
1689078177232,0.8,0.7000000000000001,-1.1
1689078177248,1,1.1,-0.7000000000000001
1689078177265,0.7000000000000001,1.7000000000000002,-0.6000000000000001
1689078177282,0.30000000000000004,1.7000000000000002,-1.1
1689078177298,-0.4,1.2000000000000002,-1.4000000000000001
1689078177315,-0.2,1.2000000000000002,-0.8
1689078177332,-0.1,1.6,0.1
1689078177348,0.4,2.1,0.8
1689078177365,0.6000000000000001,2.3000000000000003,1.5
1689078177382,0.30000000000000004,2.4000000000000004,1.2000000000000002
1689078177398,-0.30000000000000004,2.1,0.2
1689078177415,-1.3,2,-0.4
1689078177431,-0.2,3.1,0.6000000000000001
1689078177448,0.6000000000000001,3.9000000000000004,1.3
1689078177465,0,3.9000000000000004,1.5
1689078177482,-1.7000000000000002,3,1.9000000000000001
1689078177498,-2.1,2.2,1.9000000000000001
1689078177515,-1.8,2.4000000000000004,1.3
1689078177532,-1.5,2.6,0.5
1689078177548,-1.3,2.4000000000000004,0.6000000000000001
1689078177565,-1.1,2.1,0.8
1689078177582,-1.3,1.3,0.6000000000000001
1689078177598,-1.6,-0.4,0.4
1689078177615,-1,-0.5,1.1
1689078177631,-0.5,-1.2000000000000002,1.6
1689078177648,-0.8,-1.6,1.4000000000000001
1689078177665,-0.9,-1.9000000000000001,1.3
1689078177683,-1,-1.8,1
1689078177698,-0.7000000000000001,-2.2,0.9
1689078177715,-0.1,-2.5,1.4000000000000001
1689078177732,0.1,-3,1.6
1689078177748,0.4,-3.4000000000000004,1.1
1689078177765,0.1,-3.9000000000000004,0.6000000000000001
1689078177782,0.30000000000000004,-4,0.1
1689078177798,0,-4.3,0.1
1689078177815,0.1,-4.800000000000001,0.5
1689078177832,0.7000000000000001,-4.9,0.8
1689078177848,1.5,-4.800000000000001,0.4
1689078177865,2,-4.7,-0.4
1689078177882,1.8,-5,-0.5
1689078177898,1.7000000000000002,-5.4,-0.2
1689078177915,1.8,-5.7,0
1689078177932,1.6,-6.300000000000001,0.1
1689078177949,1.3,-6.6000000000000005,0.6000000000000001
1689078177965,2.1,-6.5,1.3
1689078177982,2.4000000000000004,-6.5,0.7000000000000001
1689078177998,2.5,-6.4,-0.4
1689078178015,4.7,-6.1000000000000005,-1.4000000000000001
1689078178032,5.800000000000001,-6.5,-2.7
1689078178048,5.2,-8.1,0.4
1689078178065,5.6000000000000005,-7.7,2.4000000000000004
1689078178082,6.2,-6.1000000000000005,2.4000000000000004
1689078178102,8.8,-5.1000000000000005,0.1
1689078178115,10.4,-3.6,-0.9
1689078178132,11.600000000000001,-1.7000000000000002,0.5
1689078178152,10.4,-1.3,4.5
1689078178169,9.200000000000001,-1.3,7.6000000000000005
1689078178182,7.7,0.5,6.800000000000001
1689078178199,8,2.7,5.2
1689078178215,9,3.9000000000000004,5.800000000000001
1689078178235,8.6,4.9,7.9
1689078178248,7.5,6.2,9.8
1689078178265,7.4,6.4,10.8
1689078178285,6.7,6.5,9
1689078178303,6.1000000000000005,6.300000000000001,7.300000000000001
1689078178315,5.2,6.6000000000000005,7.1000000000000005
1689078178332,4.5,6.800000000000001,7.7
1689078178351,3.8000000000000003,5.800000000000001,7.7
1689078178369,2.4000000000000004,3.8000000000000003,8.4
1689078178382,2.4000000000000004,3.8000000000000003,8.4
1689078178398,1.2000000000000002,3.4000000000000004,8.9
1689078178416,-0.6000000000000001,3.9000000000000004,7.800000000000001
1689078178435,-1.5,4,8.5
1689078178448,-2.6,4,7.800000000000001
1689078178465,-3.9000000000000004,3.9000000000000004,7.7
1689078178482,-5.1000000000000005,3.7,6.800000000000001
1689078178502,-5.800000000000001,3.4000000000000004,5.800000000000001
1689078178515,-5.800000000000001,3.3000000000000003,6.1000000000000005
1689078178532,-6.4,2.5,5.4
1689078178548,-6.6000000000000005,1.8,4.7
1689078178568,-6.7,1.2000000000000002,4.9
1689078178582,-7.2,0.1,4.5
1689078178598,-7.300000000000001,-0.7000000000000001,4.1000000000000005
1689078178624,-6.800000000000001,-1.1,3.8000000000000003
1689078178639,-6.6000000000000005,-2,3.7
1689078178648,-6.6000000000000005,-2.9000000000000004,3.1
1689078178665,-6.5,-3.5,1.8
1689078178682,-5.4,-3.5,1.4000000000000001
1689078178698,-4.7,-3.6,0.5
1689078178716,-4.7,-4.3,0.9
1689078178733,-3.8000000000000003,-4.6000000000000005,0.6000000000000001
1689078178748,-3.5,-4.7,0.7000000000000001
1689078178765,-3.2,-4.800000000000001,0.1
1689078178782,-3.5,-5.1000000000000005,-0.6000000000000001
1689078178800,-2.5,-4.800000000000001,0.4
1689078178815,-1.4000000000000001,-4.4,1
1689078178832,-1.4000000000000001,-4.4,1
1689078178849,-0.30000000000000004,-4.3,-0.7000000000000001
1689078178867,-0.6000000000000001,-4.7,-0.6000000000000001
1689078178882,-0.4,-4.4,0.30000000000000004
1689078178898,0.5,-3.9000000000000004,0.5
1689078178915,0.6000000000000001,-3.5,1.2000000000000002
1689078178936,1,-3.5,1.4000000000000001
1689078178949,1.1,-3.1,0.4
1689078178965,2.2,-2.4000000000000004,0.30000000000000004
1689078178982,2.5,-2,0.6000000000000001
1689078178998,2.6,-1.9000000000000001,0.1
1689078179015,2.5,-1.6,0.1
1689078179032,2.4000000000000004,-1.6,0.30000000000000004
1689078179048,2.1,-1.4000000000000001,-0.30000000000000004
1689078179065,2.7,-1.1,0.1
1689078179082,2.9000000000000004,-0.6000000000000001,0.4
1689078179098,2.8000000000000003,-0.5,-0.1
1689078179115,2.8000000000000003,-0.1,0.1
1689078179132,2.9000000000000004,0.2,0.6000000000000001
1689078179148,2.3000000000000003,0.1,0.6000000000000001
1689078179165,2.6,0.30000000000000004,0.4
1689078179182,2.8000000000000003,0.4,0.4
1689078179199,3.1,0.8,0.2
1689078179215,1.7000000000000002,0.30000000000000004,0.30000000000000004
1689078179232,1.7000000000000002,0.30000000000000004,0.30000000000000004
1689078179248,1.2000000000000002,0.1,0.4
1689078179268,2.3000000000000003,0.6000000000000001,-0.2
1689078179282,1.7000000000000002,0.30000000000000004,1.7000000000000002
1689078179298,2,0.30000000000000004,3.3000000000000003
1689078179315,1.3,0.2,1.9000000000000001
1689078179334,1,0.4,-2.1
1689078179348,1.6,0.2,-2.4000000000000004
1689078179365,1.3,-0.30000000000000004,0.30000000000000004
1689078179382,0.5,-0.2,1.8
1689078179398,0.8,-0.2,1.5
1689078179415,0.8,-0.2,0.6000000000000001
1689078179431,0.9,0,-0.1
1689078179448,2,0.5,1.1
1689078179465,1.1,0.30000000000000004,0.30000000000000004
1689078179482,0.4,-0.1,0.5
1689078179498,0.4,-0.30000000000000004,0.4
1689078179515,0.2,-0.7000000000000001,-0.30000000000000004
1689078179531,0,-0.1,-0.30000000000000004
1689078179548,-0.1,0.1,-0.4
BREAK
Orientation Data 
Time [ms], x [°], y [°], z [°] 
1689078176777,5.7,38.6,-7.7
1689078176793,3.8000000000000003,35.4,-6.300000000000001
1689078176810,2.7,32.1,-2.5
1689078176826,2.7,29.5,1
1689078176843,3,27.200000000000003,4.1000000000000005
1689078176860,4.4,24.900000000000002,6.5
1689078176876,6.4,22.900000000000002,8.6
1689078176893,8.4,21,10.8
1689078176910,9.9,19.8,13.3
1689078176926,11.4,19.200000000000003,16
1689078176943,12.9,19,18.6
1689078176960,17.1,21.700000000000003,18.7
1689078176976,16.400000000000002,24.200000000000003,18.8
1689078176993,15.5,29,18.6
1689078177026,14,34.6,18.2
1689078177043,13.5,37.1,17.900000000000002
1689078177060,12.700000000000001,39.400000000000006,17.900000000000002
1689078177076,12,41.7,17.900000000000002
1689078177093,9.200000000000001,46.7,20.3
1689078177110,7.7,49.900000000000006,21.700000000000003
1689078177126,6.6000000000000005,52.1,22.400000000000002
1689078177143,6.2,53.800000000000004,22.5
1689078177160,6,55.2,22.200000000000003
1689078177176,5.9,56.7,22
1689078177193,6.2,58.400000000000006,21.6
1689078177209,6.4,60,21.200000000000003
1689078177226,6.6000000000000005,61.6,20.8
1689078177243,7,63.300000000000004,20.3
1689078177260,7.7,66.10000000000001,19.400000000000002
1689078177276,8,67.2,19.1
1689078177293,7.800000000000001,67.9,19.200000000000003
1689078177310,7.2,68.60000000000001,19.700000000000003
1689078177326,6.6000000000000005,69.2,19.900000000000002
1689078177343,6.1000000000000005,69.60000000000001,20
1689078177360,5.4,70.2,20.1
1689078177376,4.7,70.60000000000001,20.700000000000003
1689078177410,1.9000000000000001,71.60000000000001,23.200000000000003
1689078177426,1.1,72,24.1
1689078177443,0.7000000000000001,72.60000000000001,24.5
1689078177460,359.8,73.3,25.5
1689078177477,358.20000000000005,73.9,27.1
1689078177493,356.1,74.7,29.3
1689078177510,354.20000000000005,75.7,31.8
1689078177526,351.40000000000003,76.9,35.4
1689078177543,348.40000000000003,77.9,39.300000000000004
1689078177560,343.6,79.10000000000001,44.800000000000004
1689078177576,338.40000000000003,80.10000000000001,50.6
1689078177593,331.20000000000005,81,58.1
1689078177610,324.6,81.5,65
1689078177626,318.90000000000003,81.80000000000001,71.2
1689078177643,313.70000000000005,82,77.10000000000001
1689078177660,308.3,82.10000000000001,83.4
1689078177676,120.2,98,-87.4
1689078177693,112.5,98.30000000000001,-78.60000000000001
1689078177710,105.10000000000001,99,-70.3
1689078177726,99.4,99.80000000000001,-64
1689078177743,96.2,100.5,-60.1
1689078177759,91.9,101.9,-53.2
1689078177793,89.2,103.2,-47.1
1689078177809,88.60000000000001,103.9,-45.1
1689078177826,88.30000000000001,104.60000000000001,-43.300000000000004
1689078177843,88.60000000000001,105.10000000000001,-42.2
1689078177859,89.10000000000001,105.30000000000001,-41.300000000000004
1689078177876,90.30000000000001,105.30000000000001,-41
1689078177893,92.7,105.10000000000001,-41.300000000000004
1689078177910,95.10000000000001,104.80000000000001,-42
1689078177926,98,104.5,-43.2
1689078177943,100.7,104.10000000000001,-44.6
1689078177959,103.60000000000001,103.5,-46.400000000000006
1689078177976,107.10000000000001,102.7,-48.7
1689078177993,111.80000000000001,101.9,-51.900000000000006
1689078178012,117.5,101.10000000000001,-56
1689078178026,126.7,99.9,-64.10000000000001
1689078178043,140.9,99,-77.2
1689078178059,340,81.30000000000001,84.30000000000001
1689078178079,359.40000000000003,80.5,65.7
1689078178093,14.8,78.7,51.2
1689078178110,24.1,76.9,43.2
1689078178126,32.2,74.5,36.1
1689078178147,42.7,68.5,26.6
1689078178160,45.2,65.60000000000001,24.400000000000002
1689078178193,48.2,60,21.900000000000002
1689078178210,49.7,58,20.1
1689078178226,51.800000000000004,55.7,17.2
1689078178243,52.900000000000006,54,14.8
1689078178260,53.7,52.5,12.600000000000001
1689078178280,54.1,51.1,10.700000000000001
1689078178293,53.800000000000004,49.800000000000004,9.5
1689078178310,53.2,48.300000000000004,8.6
1689078178326,52.2,47.2,8
1689078178345,51.400000000000006,46.300000000000004,7.1000000000000005
1689078178360,50,45.800000000000004,5.9
1689078178376,47.7,45.300000000000004,4.800000000000001
1689078178393,45.5,44.800000000000004,3.9000000000000004
1689078178413,43,44.5,3.2
1689078178426,40.300000000000004,44.6,2.8000000000000003
1689078178443,37.6,45,2.5
1689078178460,35,45.900000000000006,2.2
1689078178479,32.4,47.2,1.8
1689078178493,29.8,48.900000000000006,1.4000000000000001
1689078178510,27.3,51,1.2000000000000002
1689078178526,24.8,53.800000000000004,1.1
1689078178544,21.8,55.5,1
1689078178560,20.1,58.1,1
1689078178576,15.8,62.800000000000004,1.3
1689078178611,13.600000000000001,65.4,2.1
1689078178627,8.4,70.3,4.9
