Acceleration Data 
Time [ms], x [m/s²], y [m/s²], z [m/s²] 
1688906827466,1.9000000000000001,2.9000000000000004,-5.4
1688906827483,2.9000000000000004,4.3,-6.1000000000000005
1688906827500,2.9000000000000004,4.800000000000001,-3.8000000000000003
1688906827516,0,2.4000000000000004,-1.4000000000000001
1688906827533,1.8,1.3,-0.1
1688906827549,4.2,2.4000000000000004,-1.7000000000000002
1688906827566,3.9000000000000004,3.2,-5.300000000000001
1688906827583,2.3000000000000003,3.6,-4.800000000000001
1688906827600,2.5,3.4000000000000004,-2.5
1688906827616,2.6,1.9000000000000001,4.2
1688906827633,4.7,2.2,6.5
1688906827649,5.1000000000000005,3.6,10.8
1688906827666,2.2,3.9000000000000004,11.5
1688906827683,-0.4,4,10.9
1688906827699,-1.8,4.5,11.4
1688906827716,-2.7,4,14.700000000000001
1688906827733,-5.800000000000001,3.3000000000000003,19.900000000000002
1688906827750,-6.800000000000001,3.1,20.1
1688906827766,-6.800000000000001,2.5,19.700000000000003
1688906827783,-5.9,1.1,17
1688906827800,-6.9,-0.9,17.6
1688906827816,-7.1000000000000005,-2.7,18.400000000000002
1688906827833,-8,-5.1000000000000005,17.7
1688906827850,-9.5,-6.9,15.3
1688906827868,-9.3,-7.1000000000000005,12.200000000000001
1688906827883,-9.600000000000001,-9.3,10.600000000000001
1688906827900,-9.700000000000001,-10,9.200000000000001
1688906827916,-8.5,-10.8,8.3
1688906827934,-7,-11.4,5.300000000000001
1688906827950,-6,-11.600000000000001,4.2
1688906827967,-6.800000000000001,-14,3.4000000000000004
1688906827983,-10.100000000000001,-16.6,1.5
1688906827999,-7.7,-13.8,-1
1688906828016,-4,-11.4,-2
1688906828035,-5.2,-12.4,-3
1688906828050,-4.800000000000001,-12.600000000000001,-2
1688906828066,-3.5,-12.8,-0.1
1688906828083,-1.8,-12.700000000000001,2.3000000000000003
1688906828100,-0.7000000000000001,-13.200000000000001,0.5
1688906828116,-1.4000000000000001,-13.5,-6.5
1688906828133,-2.2,-13.600000000000001,-7.1000000000000005
1688906828150,-2.7,-14,-8.3
1688906828166,-2.9000000000000004,-14.200000000000001,-7.800000000000001
1688906828183,-2.1,-14.700000000000001,-6.2
1688906828200,-0.6000000000000001,-15.5,-5.1000000000000005
1688906828216,0.1,-15.700000000000001,-3.3000000000000003
1688906828235,0.2,-16,-3.7
1688906828249,-0.2,-16,-0.8
1688906828267,1.5,-15.200000000000001,3.4000000000000004
1688906828283,2.3000000000000003,-12.9,7.5
1688906828300,7.1000000000000005,-8.9,10.9
1688906828316,13.8,-3.8000000000000003,15.9
1688906828333,13.8,0,18.8
1688906828352,12.100000000000001,2.5,21
1688906828366,14.3,6.2,22.8
1688906828383,14.100000000000001,9.200000000000001,23.700000000000003
1688906828400,8.700000000000001,8.9,19.5
1688906828418,5.9,9.1,18.8
1688906828433,7.7,8.6,19.400000000000002
1688906828449,11.200000000000001,8,18.1
1688906828468,16.3,7.800000000000001,16.3
1688906828485,19.200000000000003,7.300000000000001,8.700000000000001
1688906828499,18.5,6.4,7.4
1688906828516,18.5,6.4,7.4
1688906828533,15.9,1.2000000000000002,4.6000000000000005
1688906828550,12.8,-2.4000000000000004,2.6
1688906828566,12.3,-4,1
1688906828585,12.3,-5.1000000000000005,-1.4000000000000001
1688906828600,10.5,-6.6000000000000005,-3.5
1688906828616,7,-9.1,-5.1000000000000005
1688906828633,5.4,-10.5,-5.5
1688906828652,3.5,-11.5,-5
1688906828666,3.6,-11.600000000000001,-5.5
1688906828686,3.1,-11.700000000000001,-6.6000000000000005
1688906828700,3.8000000000000003,-11.4,-7.5
1688906828718,3.8000000000000003,-11.5,-7.800000000000001
1688906828733,1.3,-13.200000000000001,-6.6000000000000005
1688906828755,0.30000000000000004,-11.8,-6.7
1688906828766,1,-11.3,-6.6000000000000005
1688906828786,1.5,-11.100000000000001,-6
1688906828800,4.800000000000001,-10.3,-4.2
1688906828820,1.3,-11.700000000000001,-2.2
1688906828833,1.3,-11.700000000000001,-2.2
1688906828852,-0.5,-11.9,-2.9000000000000004
1688906828866,-0.5,-11.9,-2.9000000000000004
1688906828886,0.6000000000000001,-11.8,-4.5
1688906828900,1.1,-12.600000000000001,-3.6
1688906828918,1.6,-12.600000000000001,-0.1
1688906828933,1.2000000000000002,-12.9,2.1
1688906828954,-0.2,-12.5,1.8
1688906828966,-0.6000000000000001,-11.4,0.2
1688906828985,-0.4,-10.3,0.4
1688906829000,0.1,-8.4,2.7
1688906829018,1.2000000000000002,-5.5,3.3000000000000003
1688906829034,1.5,-3.7,6.1000000000000005
1688906829050,1.4000000000000001,-0.30000000000000004,11.3
1688906829067,2.8000000000000003,1.7000000000000002,15
1688906829085,5.5,5.300000000000001,14.8
1688906829100,3.9000000000000004,8.5,11.600000000000001
1688906829120,3.6,8.9,8.9
1688906829134,1.3,8,11.200000000000001
1688906829151,-1,8.1,10
1688906829166,-1.9000000000000001,8.3,6.800000000000001
1688906829184,-1,6.2,5.800000000000001
1688906829200,-2.7,5.2,4.4
1688906829219,-4.2,5.4,6.6000000000000005
1688906829233,-1.3,4.9,9.700000000000001
1688906829251,0.7000000000000001,2.9000000000000004,10.5
1688906829266,-1.1,2.4000000000000004,12.100000000000001
1688906829283,-1.9000000000000001,1.7000000000000002,7.4
1688906829300,-1,1.6,0.6000000000000001
1688906829317,0.2,0.5,-1
1688906829333,0.2,-0.1,-1.1
1688906829350,-0.30000000000000004,-0.5,0.1
1688906829366,-0.8,-0.2,-3.5
1688906829385,-0.6000000000000001,0.5,-5.5
1688906829400,1.2000000000000002,0.5,-2.5
1688906829420,2.3000000000000003,0.6000000000000001,-0.30000000000000004
1688906829433,2.6,-0.9,-1
1688906829450,0.2,-0.7000000000000001,-2.1
1688906829466,-1.1,-0.2,-3
1688906829483,-0.9,-0.1,-1.9000000000000001
1688906829499,-0.1,-0.6000000000000001,-0.5
1688906829516,0.1,-0.8,-0.2
1688906829533,0.1,-0.7000000000000001,-0.5
1688906829549,0.6000000000000001,-0.5,-1.8
1688906829566,0.9,0,-2.4000000000000004
1688906829584,0.4,0.1,-1.7000000000000002
1688906829599,0.30000000000000004,-0.7000000000000001,-0.1
1688906829616,0,-0.6000000000000001,0
1688906829633,-0.4,-0.1,0.1
1688906829651,-0.7000000000000001,-0.2,0.6000000000000001
1688906829666,-0.1,-0.2,-0.4
BREAK
Orientation Data 
Time [ms], x [°], y [°], z [°] 
1688906827329,350.70000000000005,14.4,10.9
1688906827345,351.5,13.9,10.200000000000001
1688906827362,351.5,13.5,9.5
1688906827379,351.70000000000005,13,8.8
1688906827395,352.70000000000005,12.200000000000001,6.800000000000001
1688906827412,354,12.100000000000001,5.2
1688906827429,356.6,12.5,2.5
1688906827445,2.9000000000000004,14.3,-3.3000000000000003
1688906827462,3.1,14,-4.1000000000000005
1688906827495,2.7,14.8,-4.1000000000000005
1688906827512,4.1000000000000005,15.5,-5.9
1688906827529,4.1000000000000005,16.3,-8.1
1688906827545,4.2,17.3,-10.3
1688906827563,4.800000000000001,18.5,-12.100000000000001
1688906827579,6.1000000000000005,19.700000000000003,-14.200000000000001
1688906827595,8.200000000000001,20.700000000000003,-17.6
1688906827612,15.700000000000001,26.400000000000002,-28.8
1688906827629,14.600000000000001,25.8,-30.5
1688906827645,12.5,25.6,-31.700000000000003
1688906827662,10.8,26.1,-32.9
1688906827679,8.700000000000001,27.5,-34.300000000000004
1688906827695,6.2,29.1,-35.5
1688906827712,3.9000000000000004,30.8,-36.7
1688906827729,1.3,32.6,-37.6
1688906827745,358.6,34.800000000000004,-38.5
1688906827762,356.6,37.7,-39.800000000000004
1688906827779,355.5,41.400000000000006,-42
1688906827795,353.3,45,-43.6
1688906827812,347.8,51.800000000000004,-42.800000000000004
1688906827846,344.5,60.2,-40.7
1688906827862,344.8,65,-41.7
1688906827879,344.5,69.8,-43
1688906827895,341.90000000000003,74.2,-42.400000000000006
1688906827913,338.1,78.2,-39.400000000000006
1688906827929,332.8,81.60000000000001,-33.7
1688906827945,326.20000000000005,84.60000000000001,-25.6
1688906827962,305,87.5,-3.5
1688906827979,215.8,88.30000000000001,85.9
1688906827995,345.5,93.9,-43.900000000000006
1688906828012,334.3,95.30000000000001,-33.7
1688906828029,330.6,96.10000000000001,-30.5
1688906828045,328.40000000000003,96.80000000000001,-28.6
1688906828062,330.8,96.7,-32
1688906828079,333.1,96.5,-35.1
1688906828095,337.1,96.60000000000001,-40.400000000000006
1688906828112,347.20000000000005,97.2,-52.1
1688906828129,332.8,97.4,-37.2
1688906828145,319.8,97.7,-23.8
1688906828162,306.5,97.80000000000001,-10.100000000000001
1688906828179,291.2,97.30000000000001,5.5
1688906828195,273.6,96.60000000000001,23.5
1688906828212,241.9,96.5,55.7
1688906828229,214.70000000000002,97.9,84
1688906828245,3.8000000000000003,74.4,-62.800000000000004
1688906828262,358,69.60000000000001,-55.800000000000004
1688906828279,353.90000000000003,64.10000000000001,-50.800000000000004
1688906828295,351.5,57.1,-47.300000000000004
1688906828312,351.70000000000005,50.6,-45.900000000000006
1688906828329,352,44.6,-45
1688906828345,351.8,39.900000000000006,-43.900000000000006
1688906828363,351.20000000000005,34.1,-42.1
1688906828379,352.6,30.3,-41
1688906828395,353.5,27,-39.900000000000006
1688906828412,355.20000000000005,24.8,-39.1
1688906828429,357.90000000000003,23.3,-39.2
1688906828445,0.7000000000000001,22.700000000000003,-40.1
1688906828462,4.2,22.900000000000002,-41.900000000000006
1688906828479,8.200000000000001,23.8,-43.5
1688906828496,12.200000000000001,25.6,-44.900000000000006
1688906828513,16.3,27.8,-46.1
1688906828529,20.1,31.200000000000003,-47.900000000000006
1688906828546,24.1,34.300000000000004,-49.300000000000004
1688906828563,27.5,39,-51.300000000000004
1688906828579,31.8,43.400000000000006,-53.5
1688906828597,39.7,52,-58.900000000000006
1688906828629,44,57.300000000000004,-62.6
1688906828645,52.1,66.60000000000001,-70.10000000000001
1688906828663,56.300000000000004,70.10000000000001,-73.8
1688906828679,62.5,74,-80
1688906828697,69.60000000000001,76.60000000000001,-86.30000000000001
1688906828713,260.1,100.5,83
1688906828730,271.1,98.4,72
1688906828745,282.2,96.7,60.5
1688906828763,295.1,95.2,47.5
1688906828779,308.1,94.30000000000001,34.9
1688906828796,325.3,93.4,17.400000000000002
