Acceleration Data 
Time [ms], x [m/s²], y [m/s²], z [m/s²] 
1688567035542,6,1.8,11.700000000000001
1688567035563,1.4000000000000001,-1.1,12
1688567035576,-4.4,-4.800000000000001,13.700000000000001
1688567035594,2.6,-3.5,8.200000000000001
1688567035610,12,0.4,0.5
1688567035626,14.4,2.3000000000000003,0
1688567035643,10.100000000000001,-0.4,2
1688567035660,9.9,-0.8,1.6
1688567035676,11.600000000000001,-1.1,-3.1
1688567035695,11.700000000000001,-2,-4.3
1688567035710,10.3,-3.8000000000000003,-5.6000000000000005
1688567035726,7.800000000000001,-5.2,-8.1
1688567035743,6.4,-5.7,-11.100000000000001
1688567035759,6.1000000000000005,-6.2,-12.600000000000001
1688567035776,6.800000000000001,-6.7,-11.700000000000001
1688567035793,7.300000000000001,-7,-10.3
1688567035810,6.300000000000001,-8.1,-9.4
1688567035826,5.1000000000000005,-9.3,-9.200000000000001
1688567035843,3.8000000000000003,-10.200000000000001,-8.700000000000001
1688567035860,3,-11.100000000000001,-8.3
1688567035876,1.5,-12.200000000000001,-8
1688567035893,0.4,-13.600000000000001,-6.800000000000001
1688567035910,0.4,-14.200000000000001,-5.300000000000001
1688567035927,0,-15.100000000000001,-3.4000000000000004
1688567035943,0,-15.100000000000001,-3.4000000000000004
1688567035959,-0.4,-15.700000000000001,-3.9000000000000004
1688567035976,-0.9,-16.3,-4.4
1688567035993,-0.9,-16.2,-4
1688567036009,-0.6000000000000001,-17,-5.1000000000000005
1688567036026,-0.9,-18.1,-6.1000000000000005
1688567036043,-1.3,-20.1,-7.7
1688567036060,-0.2,-21.200000000000003,-8.700000000000001
1688567036076,0.8,-22.5,-8.700000000000001
1688567036093,2.3000000000000003,-25.8,-7.4
1688567036110,4.800000000000001,-27.900000000000002,-4.9
1688567036126,7.7,-30.6,0.9
1688567036144,7.9,-31.200000000000003,11.700000000000001
1688567036159,7.2,-28.900000000000002,17.900000000000002
1688567036176,7.5,-24.700000000000003,16.3
1688567036193,7.4,-21.8,11.3
1688567036210,8.6,-20.5,9.5
1688567036226,10,-20,17.6
1688567036244,14.100000000000001,-16.3,28.400000000000002
1688567036259,17.6,-10.200000000000001,33
1688567036276,19.5,-4.3,30.6
1688567036293,19.3,-0.2,25.5
1688567036310,19.3,3.2,22.8
1688567036326,18.1,5.1000000000000005,22.1
1688567036343,18,6.4,19.400000000000002
1688567036360,20.400000000000002,6.5,16.400000000000002
1688567036377,19.8,4.800000000000001,17
1688567036393,19.400000000000002,2.6,16.1
1688567036410,19.5,0,14.200000000000001
1688567036426,18.5,-3.9000000000000004,13
1688567036443,17.2,-6.9,11.9
1688567036460,15.5,-10.5,10.8
1688567036476,12.9,-13.4,10.5
1688567036493,9.8,-16,9.5
1688567036510,7.1000000000000005,-18,7.7
1688567036526,4.6000000000000005,-19.5,4.6000000000000005
1688567036543,2.2,-19.6,2.1
1688567036560,2.4000000000000004,-19,-0.30000000000000004
1688567036577,3.6,-18.400000000000002,-2.9000000000000004
1688567036595,3.4000000000000004,-18.7,-5.9
1688567036609,1.7000000000000002,-19.200000000000003,-6.800000000000001
1688567036626,-0.9,-19.3,-7.4
1688567036643,-2.6,-19,-6.5
1688567036659,-4.1000000000000005,-18.3,-5.2
1688567036676,-4.6000000000000005,-18,-4.9
1688567036694,-6,-17.900000000000002,-5.6000000000000005
1688567036709,-6.9,-17.1,-7.300000000000001
1688567036726,-6.7,-16.900000000000002,-8.3
1688567036743,-5.300000000000001,-17.3,-7.6000000000000005
1688567036759,-5.300000000000001,-17.3,-7.6000000000000005
1688567036776,-3.3000000000000003,-18.5,-6.7
1688567036794,-2,-19.200000000000003,-5.800000000000001
1688567036809,-0.4,-19.5,-5.800000000000001
1688567036826,0.5,-20.1,-5.6000000000000005
1688567036843,1.5,-20.3,-5.1000000000000005
1688567036860,1.8,-21.5,-4.6000000000000005
1688567036876,2.4000000000000004,-21.6,-3.6
1688567036893,4.6000000000000005,-21.700000000000003,-3.8000000000000003
1688567036910,6.2,-20.8,-2.6
1688567036926,7.6000000000000005,-20.1,-2.5
1688567036945,8.700000000000001,-19.5,-0.8
1688567036959,5.7,-20.900000000000002,3.8000000000000003
1688567036977,6,-20.400000000000002,9.1
