Acceleration Data 
Time [ms], x [m/s²], y [m/s²], z [m/s²] 
1688907477104,-7.4,-2.6,-1.4000000000000001
1688907477121,-10.600000000000001,-4.5,-2.3000000000000003
1688907477139,-11.5,-5.1000000000000005,-2.2
1688907477154,-11.9,-5.300000000000001,-0.5
1688907477171,-12.700000000000001,-5.800000000000001,1.4000000000000001
1688907477188,-12.3,-6.6000000000000005,2.8000000000000003
1688907477204,-12.200000000000001,-8,0.8
1688907477222,-13.3,-9.8,0.9
1688907477238,-14.200000000000001,-12.9,-1.2000000000000002
1688907477256,-8.1,-9.9,-1.3
1688907477272,-4,-8.9,-3.6
1688907477288,-3.2,-10.4,-7.4
1688907477304,-2.1,-10,-6.800000000000001
1688907477322,-0.6000000000000001,-10.100000000000001,-4.5
1688907477338,-0.4,-11.3,-1.1
1688907477354,-1.5,-12.9,-0.7000000000000001
1688907477372,-3.3000000000000003,-14.8,-2.2
1688907477388,-5,-17.2,-4.3
1688907477405,-6.300000000000001,-20.3,-6.800000000000001
1688907477422,-6.5,-24.200000000000003,-8.9
1688907477438,-5,-29.400000000000002,-8.4
1688907477454,-1.6,-34.6,-7.5
1688907477472,1.7000000000000002,-40.800000000000004,-4.2
1688907477488,7,-44.800000000000004,-1.6
1688907477504,13.4,-47.7,0.8
1688907477521,21,-51.300000000000004,2.4000000000000004
1688907477538,34.6,-53.1,-4.3
1688907477555,60.400000000000006,-30.8,17.400000000000002
1688907477571,47.2,-19.400000000000002,23.8
1688907477588,47.2,-19.400000000000002,23.8
1688907477605,28.200000000000003,-22.400000000000002,12.600000000000001
1688907477621,30.1,-16.900000000000002,-7.9
1688907477637,37.2,-7,-9.4
1688907477654,32.800000000000004,-7.300000000000001,-8.700000000000001
1688907477671,23.1,-10.8,-8.1
1688907477688,18.8,-12,-9.700000000000001
1688907477705,16.8,-12.100000000000001,-10.8
1688907477721,15.600000000000001,-12.200000000000001,-12.100000000000001
1688907477738,15,-12,-10.8
1688907477755,12.5,-13.9,-9.5
1688907477771,6.800000000000001,-16.6,-5.5
1688907477788,0.30000000000000004,-16.900000000000002,-5.300000000000001
1688907477805,0.7000000000000001,-16.7,-6.2
1688907477821,6.5,-14.600000000000001,-3.7
1688907477838,10.4,-12.9,0.1
1688907477855,10.100000000000001,-13.600000000000001,1.5
1688907477871,5.800000000000001,-16.3,1.3
1688907477888,-1.6,-19.700000000000003,0.6000000000000001
1688907477904,-5.2,-18.900000000000002,0.7000000000000001
1688907477921,-4.5,-16,3.3000000000000003
1688907477938,-3.1,-14.100000000000001,4.9
1688907477955,-1.4000000000000001,-13.4,4.6000000000000005
1688907477972,0,-12.5,3.5
1688907477988,0,-12.9,2
1688907478005,-4.5,-15.4,0.6000000000000001
1688907478021,-9.1,-18.5,-0.9
1688907478038,-6.7,-17.1,-0.5
1688907478055,-2.6,-16.400000000000002,2
1688907478071,-0.6000000000000001,-17.3,3.9000000000000004
1688907478088,0,-17.900000000000002,4.9
1688907478104,-0.1,-18,5.7
1688907478121,-0.7000000000000001,-18.900000000000002,5.800000000000001
1688907478138,-1.2000000000000002,-20.3,5.6000000000000005
1688907478155,-3.9000000000000004,-22.8,5.6000000000000005
1688907478171,-5.4,-25.400000000000002,5.7
1688907478188,-4.2,-26.900000000000002,5.1000000000000005
1688907478206,-4.7,-29.3,5.6000000000000005
1688907478221,-4.9,-31.6,6.1000000000000005
1688907478238,-4.3,-34.2,7.300000000000001
1688907478255,-1.5,-35.5,8.9
1688907478271,1,-35.5,8.200000000000001
1688907478288,4.1000000000000005,-36.6,4.800000000000001
1688907478304,14.5,-40,4
1688907478321,35.1,-38.2,4.5
1688907478338,54.800000000000004,-26.900000000000002,-3.2
1688907478356,60,-15.9,-8.4
1688907478372,40.1,-2.5,11.5
1688907478389,40.1,-2.5,11.5
1688907478405,22.5,4.1000000000000005,16.3
1688907478422,21.1,6,7.9
1688907478438,22.5,7.5,-0.30000000000000004
1688907478456,19.6,5.2,-4.3
1688907478471,13.9,2.7,-1.6
1688907478488,9.5,1.3,3.6
1688907478504,8.200000000000001,1.7000000000000002,6.9
1688907478522,7.5,1.1,4.4
1688907478538,5.6000000000000005,0.30000000000000004,0.5
1688907478555,3.4000000000000004,-0.7000000000000001,-1
1688907478571,1.4000000000000001,-1.6,0.6000000000000001
1688907478588,-0.8,-0.6000000000000001,0.9
1688907478604,1,-1.3,1
1688907478621,0,-0.9,-0.7000000000000001
1688907478638,0.2,-1,-1.8
1688907478655,0.5,-0.8,-2
1688907478671,-0.30000000000000004,-1.1,-3.1
1688907478689,-1.3,-1.8,-4.6000000000000005
1688907478704,-2.3000000000000003,-1.9000000000000001,-5.800000000000001
1688907478721,-1.7000000000000002,-2,-5.9
