Acceleration Data 
Time [ms], x [m/s²], y [m/s²], z [m/s²] 
1688906926735,0.8,0.30000000000000004,1.5
1688906926751,-0.30000000000000004,-0.7000000000000001,-0.4
1688906926768,-1,-1.7000000000000002,-2.7
1688906926785,-1.5,-2.4000000000000004,-4.4
1688906926801,-1.4000000000000001,-3,-4.6000000000000005
1688906926818,-0.9,-3.6,-3.4000000000000004
1688906926834,-0.6000000000000001,-4.6000000000000005,-1
1688906926851,-0.6000000000000001,-4.6000000000000005,-1
1688906926869,0.7000000000000001,-5.9,-1.9000000000000001
1688906926885,0.8,-6.6000000000000005,-3.2
1688906926901,0.30000000000000004,-7,-3.8000000000000003
1688906926918,-0.6000000000000001,-7.800000000000001,-4.1000000000000005
1688906926936,-1,-8.6,-3.7
1688906926952,-1.1,-9.4,-2.4000000000000004
1688906926969,-0.6000000000000001,-10.3,-0.6000000000000001
1688906926985,-0.30000000000000004,-10.4,0.8
1688906927001,0.5,-10,1.5
1688906927018,1.2000000000000002,-9.4,1.3
1688906927036,1.7000000000000002,-9.200000000000001,0.4
1688906927052,2,-9.9,-0.1
1688906927068,1.9000000000000001,-10.5,-0.5
1688906927084,1.9000000000000001,-10.5,-0.5
1688906927101,0.2,-10.600000000000001,-1.3
1688906927118,2,-9.8,0.9
1688906927134,5.300000000000001,-8.6,4.4
1688906927151,6.1000000000000005,-8.1,5.6000000000000005
1688906927168,3.6,-7.1000000000000005,6.5
1688906927185,3.7,-5.9,9.3
1688906927201,5.800000000000001,-3.4000000000000004,13.200000000000001
1688906927219,9.5,0.4,17.6
1688906927235,13.600000000000001,3.5,20.900000000000002
1688906927251,11.9,6.4,16.400000000000002
1688906927268,11.9,6.4,16.400000000000002
1688906927285,4.800000000000001,3.5,11.600000000000001
1688906927302,5.2,3.7,12
1688906927318,7.2,4.7,13.100000000000001
1688906927335,7.6000000000000005,5,12.9
1688906927351,6.800000000000001,3.7,12
1688906927368,5.7,2.6,9.9
1688906927385,6.4,1.8,9.1
1688906927402,6.800000000000001,1.6,8.5
1688906927418,7.6000000000000005,1.7000000000000002,7.9
1688906927435,9.1,1.6,7.2
1688906927452,10.200000000000001,1.4000000000000001,6.4
1688906927468,10.3,1,5.7
1688906927488,10.100000000000001,0.5,4.7
1688906927501,9.8,0,3.9000000000000004
1688906927528,9.1,-0.9,4.3
1688906927537,9.1,-0.9,4.3
1688906927551,8.8,-1.7000000000000002,4.4
1688906927568,8.5,-2.9000000000000004,3.3000000000000003
1688906927585,7.6000000000000005,-3.6,1.1
1688906927601,7.300000000000001,-4.5,-0.2
1688906927618,7,-5.1000000000000005,-0.5
1688906927635,6.4,-5.9,0.4
1688906927652,6.4,-6.5,1.3
1688906927668,6.2,-7.1000000000000005,-0.5
1688906927685,7,-6.6000000000000005,-1.2000000000000002
1688906927701,7.9,-5.800000000000001,-1.2000000000000002
1688906927718,8.1,-5.7,-0.8
1688906927735,7,-6.2,0
1688906927751,6.2,-6.9,1.2000000000000002
1688906927768,5.6000000000000005,-7.1000000000000005,2
1688906927785,5.4,-7,1.6
1688906927802,4.9,-6.9,0.4
1688906927818,5,-6.7,-1.1
1688906927836,5,-6.6000000000000005,-2.3000000000000003
1688906927852,4.800000000000001,-7.1000000000000005,-3.1
1688906927868,4.1000000000000005,-7.800000000000001,-3.2
1688906927885,3.5,-8.6,-2.5
1688906927905,3.3000000000000003,-9.1,-1.9000000000000001
1688906927918,3.1,-9.4,-1.8
1688906927935,3.1,-9.600000000000001,-2.1
1688906927952,3.2,-9.700000000000001,-1.5
1688906927969,3.9000000000000004,-8.9,0.1
1688906927984,5.1000000000000005,-7.7,1.8
1688906928002,4.4,-7.5,2.4000000000000004
1688906928019,3.2,-7.5,1.9000000000000001
1688906928035,3,-6.5,0.7000000000000001
1688906928051,5,-2.1,2.6
1688906928069,5,-2.1,2.6
1688906928093,7.300000000000001,2.6,6.6000000000000005
1688906928102,8.3,4.4,9.200000000000001
1688906928118,7.4,5.7,14.600000000000001
1688906928136,5,6.2,16.7
1688906928152,2.3000000000000003,6.7,15.100000000000001
1688906928169,0.4,6.2,13.200000000000001
1688906928185,-1.3,5.6000000000000005,11.600000000000001
1688906928202,-2.5,5.9,8.5
1688906928218,-0.8,5.7,6.2
1688906928235,-0.4,5.300000000000001,5.2
1688906928252,-0.4,4.800000000000001,4.2
1688906928268,-0.8,3.9000000000000004,3.3000000000000003
1688906928285,-1.1,3.4000000000000004,3.5
1688906928301,-0.6000000000000001,2.7,3.6
1688906928318,0.30000000000000004,1.9000000000000001,3.7
1688906928335,0,1.4000000000000001,3.3000000000000003
1688906928351,0,1,1.9000000000000001
1688906928368,0.30000000000000004,0.6000000000000001,1.3
1688906928385,0.5,0.4,2.4000000000000004
1688906928401,0.5,0.30000000000000004,3.9000000000000004
1688906928418,0.6000000000000001,-0.8,3
1688906928438,-0.6000000000000001,0.8,-5.300000000000001
1688906928456,-2.8000000000000003,0.4,-2
1688906928469,-2.8000000000000003,0.4,-2
1688906928484,-0.5,-2.4000000000000004,-1.5
1688906928501,-1.6,-2.7,-1.5
1688906928520,-3.3000000000000003,-2.3000000000000003,-1.1
1688906928536,-3.7,-2,-0.5
1688906928551,-2.8000000000000003,-1.8,0.1
1688906928569,-1.4000000000000001,-1.8,-0.5
1688906928584,-1,-1.5,-0.9
1688906928601,-0.6000000000000001,-0.8,-1.5
1688906928618,-0.30000000000000004,-0.1,-1.5
1688906928634,-0.30000000000000004,-0.2,-0.8
1688906928651,-0.30000000000000004,-1,-0.1
1688906928668,-0.2,-1.2000000000000002,0.7000000000000001
1688906928684,0.2,-0.6000000000000001,0.2
1688906928701,0.7000000000000001,0,-1.3
1688906928718,1,0.30000000000000004,-2.2
BREAK
Orientation Data 
Time [ms], x [°], y [°], z [°] 
1688906926567,338,46.400000000000006,31
1688906926584,336.8,45.900000000000006,31.700000000000003
1688906926602,335.70000000000005,45.5,32.300000000000004
1688906926617,334.6,45.1,32.9
1688906926635,333.5,44.7,33.6
1688906926651,332.40000000000003,44.300000000000004,34.2
1688906926667,331.20000000000005,43.800000000000004,34.9
1688906926684,330,43.400000000000006,35.6
1688906926701,328.70000000000005,42.900000000000006,36.4
1688906926717,328.5,42.6,36.4
1688906926734,330.20000000000005,45.2,36.1
1688906926751,328.5,47.6,35.9
1688906926767,327.1,51.1,36.1
1688906926784,324.20000000000005,53.900000000000006,37.4
1688906926801,320.6,56.300000000000004,38.900000000000006
1688906926817,317.70000000000005,58.300000000000004,40.300000000000004
1688906926834,315.6,60,41.5
1688906926851,314.40000000000003,61.7,42.400000000000006
1688906926868,313.70000000000005,64,43.300000000000004
1688906926886,310.3,68.3,46.900000000000006
1688906926917,304.7,72.3,52.900000000000006
1688906926934,303.3,73.8,54.900000000000006
1688906926951,304.1,75.2,55
