Acceleration Data 
Time [ms], x [m/s²], y [m/s²], z [m/s²] 
1688907941846,-0.30000000000000004,-4.3,-0.2
1688907941863,-0.8,-5.6000000000000005,-3.1
1688907941880,3.3000000000000003,-3.9000000000000004,-9.600000000000001
1688907941896,4.2,-3.8000000000000003,-10.5
1688907941913,1.7000000000000002,-4.3,-7.9
1688907941930,-0.30000000000000004,-3.8000000000000003,-13.600000000000001
1688907941947,-0.8,-2,-22.400000000000002
1688907941963,-2.1,-0.9,-25.1
1688907941980,0.9,-1.4000000000000001,-27.5
1688907941997,3.1,-2.8000000000000003,-27.900000000000002
1688907942014,4.5,-4.800000000000001,-24
1688907942030,9.200000000000001,-6.1000000000000005,-22
1688907942047,10.9,-8.700000000000001,-19.400000000000002
1688907942064,9.4,-12.4,-15.700000000000001
1688907942080,7.5,-15.200000000000001,-9.9
1688907942097,8.5,-18.1,-2
1688907942114,10.5,-23.6,8.5
1688907942130,12.200000000000001,-26.5,31.700000000000003
1688907942147,15.4,-20.900000000000002,54.6
1688907942164,14.9,-16.400000000000002,57
1688907942181,-6.9,-15.8,52.2
1688907942197,-9.4,-15.4,45.7
1688907942213,-5.6000000000000005,-16.3,39.800000000000004
1688907942230,2.1,-20.700000000000003,35.5
1688907942247,9.700000000000001,-24.1,37.4
1688907942264,16.6,-27.6,32.1
1688907942281,18.3,-31.400000000000002,20.3
1688907942297,16.900000000000002,-34.1,6.300000000000001
1688907942313,14.600000000000001,-35.6,-8.8
1688907942330,13.600000000000001,-34.9,-22.200000000000003
1688907942347,7.5,-32.300000000000004,-28.6
1688907942363,-1.2000000000000002,-29.5,-32.2
1688907942380,-10.5,-28.900000000000002,-39.1
1688907942397,-16.1,-26.200000000000003,-44.5
1688907942414,-19.3,-23.400000000000002,-44.2
1688907942430,-17.3,-21.5,-42.7
1688907942448,-11.8,-18.900000000000002,-43.300000000000004
1688907942464,-8.8,-18.1,-37.6
1688907942480,-7,-19.1,-32.2
1688907942497,-4.6000000000000005,-20.5,-29.200000000000003
1688907942514,-0.7000000000000001,-22.3,-26.400000000000002
1688907942530,5,-23.400000000000002,-23.3
1688907942547,8.700000000000001,-25,-19.400000000000002
1688907942564,10.200000000000001,-28.8,-14.3
1688907942581,18.3,-27.8,17.1
1688907942597,24.200000000000003,-26.400000000000002,24.200000000000003
1688907942614,22.200000000000003,-23.8,28.900000000000002
1688907942630,11.4,-24.700000000000003,38.400000000000006
1688907942647,1,-19.8,57
1688907942664,-4.2,-12.8,58.5
1688907942680,-7.5,-11.600000000000001,40
1688907942696,-10.5,-9.9,28
1688907942714,-9.1,-7.6000000000000005,24.5
1688907942730,-3.5,-6.6000000000000005,20.5
1688907942747,2.8000000000000003,-6.2,15.700000000000001
1688907942764,5.4,-7.2,9.3
1688907942781,5.5,-7.4,2.1
1688907942797,4.7,-7.4,-2.7
1688907942813,2.6,-6.2,-10.700000000000001
1688907942830,4.800000000000001,-5.1000000000000005,-16
1688907942847,4.3,-3.9000000000000004,-16.2
1688907942864,2.5,-2.8000000000000003,-14
1688907942880,2,-2.9000000000000004,-13.4
1688907942897,1.7000000000000002,-2.7,-16.2
1688907942916,0.4,-2.5,-13.8
1688907942930,0.4,-2.5,-13.8
1688907942947,-0.1,-2.4000000000000004,-16.2
1688907942964,0.4,-1.7000000000000002,-18.400000000000002
1688907942980,1.3,-1.1,-17.2
1688907942997,1,-1.5,-12.200000000000001
1688907943014,-1.5,-2,-9.9
1688907943030,-1.4000000000000001,-2,-8.9
1688907943047,-0.2,-1.5,-9
1688907943063,2.2,-1.1,-6
1688907943080,5.5,-0.2,-1.9000000000000001
1688907943097,6.9,-0.1,1
1688907943113,5.7,0.1,2.3000000000000003
1688907943130,4.3,-0.5,3.8000000000000003
1688907943147,0.1,-0.8,8.4
1688907943165,-1,-0.6000000000000001,14.200000000000001
1688907943180,0.9,1.4000000000000001,17
1688907943197,1.5,3,13.9
1688907943214,1.5,3.1,14.4
1688907943231,0.2,3.3000000000000003,14.4
1688907943247,-0.9,3.7,13.600000000000001
1688907943264,-1.6,3.6,10.600000000000001
1688907943280,-1.8,3.1,6.1000000000000005
1688907943297,-2.1,2,3.2
1688907943314,-1.8,1.9000000000000001,1.9000000000000001
1688907943330,-0.6000000000000001,1.3,1.6
1688907943347,1.1,0.5,1.3
1688907943364,1.3,-0.30000000000000004,0.9
