Acceleration Data 
Time [ms], x [m/s²], y [m/s²], z [m/s²] 
1688906602689,1.1,-0.5,6.2
1688906602705,1.3,-0.6000000000000001,6.6000000000000005
1688906602722,1.2000000000000002,-0.4,6.6000000000000005
1688906602739,0.5,0.2,6
1688906602755,-0.7000000000000001,1,5.800000000000001
1688906602772,-1.9000000000000001,1.5,6.4
1688906602789,-2.6,1.8,9.600000000000001
1688906602805,-3,1.5,11
1688906602822,-3.4000000000000004,1.2000000000000002,12.600000000000001
1688906602839,-4.1000000000000005,1.1,13.5
1688906602855,-4.5,0.7000000000000001,13.100000000000001
1688906602872,-4.9,0.2,11.9
1688906602890,-5.6000000000000005,-0.2,11.100000000000001
1688906602905,-5.800000000000001,-0.5,11
1688906602922,-5,-1.1,11.200000000000001
1688906602939,-4.3,-1.7000000000000002,11
1688906602955,-4.7,-2.9000000000000004,9.8
1688906602972,-5.800000000000001,-4.3,8.5
1688906602990,-7.2,-5.7,7
1688906603005,-8.4,-6.6000000000000005,5.6000000000000005
1688906603022,-8.3,-7.2,4.5
1688906603038,-7.5,-7.5,3.8000000000000003
1688906603055,-6.800000000000001,-7.5,2.7
1688906603074,-6.2,-7.800000000000001,1.5
1688906603088,-5.800000000000001,-7.7,1.4000000000000001
1688906603105,-5.1000000000000005,-7.800000000000001,1.3
1688906603122,-4.1000000000000005,-8.200000000000001,1.5
1688906603138,-3.3000000000000003,-8.200000000000001,1.2000000000000002
1688906603155,-1.4000000000000001,-7.800000000000001,-0.8
1688906603172,-1.4000000000000001,-7.800000000000001,-0.8
1688906603189,-0.9,-7.2,-1.6
1688906603205,-1.4000000000000001,-7,-1
1688906603222,-0.8,-7,0.1
1688906603238,0.5,-6.9,0.7000000000000001
1688906603256,2,-6.5,0.8
1688906603274,3,-5.800000000000001,0.4
1688906603288,3.9000000000000004,-5.2,0.1
1688906603305,4.7,-4.7,0
1688906603322,5,-4.3,-0.5
1688906603338,4.9,-4.1000000000000005,-0.8
1688906603356,5,-3.7,-0.7000000000000001
1688906603372,6,-3.2,-0.4
1688906603388,7.1000000000000005,-2.1,0
1688906603405,8,-1.7000000000000002,0.30000000000000004
1688906603422,8.9,-1.1,0.6000000000000001
1688906603438,9,-0.4,1
1688906603455,8.4,-0.1,0.8
1688906603474,7.9,0.6000000000000001,0.5
1688906603488,7.9,1.2000000000000002,0.2
1688906603505,7.7,1.2000000000000002,-0.4
1688906603522,6.9,1.4000000000000001,-0.4
1688906603539,6.800000000000001,2.2,0.5
1688906603555,7.800000000000001,2.9000000000000004,1.5
1688906603574,8.6,4,2
1688906603588,7.5,4.3,0.9
1688906603605,6.1000000000000005,4.7,0.4
1688906603622,5.5,4.800000000000001,1.1
1688906603638,5.6000000000000005,4.800000000000001,2.1
1688906603656,4.800000000000001,4.1000000000000005,2.6
