Acceleration Data 
Time [ms], x [m/s²], y [m/s²], z [m/s²] 
1687631524302,-0.6000000000000001,0.6000000000000001,1.1
1687631524317,-0.9,0.6000000000000001,1.6
1687631524335,-1.1,0.9,1.2000000000000002
1687631524350,-1,1.2000000000000002,0.5
1687631524367,-1.4000000000000001,1,-0.30000000000000004
1687631524383,-1.9000000000000001,1,0.2
1687631524400,-3.4000000000000004,1.6,0.7000000000000001
1687631524418,-1.5,0.7000000000000001,1.1
1687631524433,-2.1,1.6,2.2
1687631524450,-3.6,1.2000000000000002,1
1687631524467,-3.6,1.2000000000000002,1
1687631524483,-3.5,1.2000000000000002,1.2000000000000002
1687631524500,-3.4000000000000004,1,2.4000000000000004
1687631524517,-2.9000000000000004,-0.1,3.6
1687631524534,-5.5,0.6000000000000001,3.4000000000000004
1687631524550,-6.800000000000001,0,2.7
1687631524567,-7.1000000000000005,0.30000000000000004,1.1
1687631524583,-6.5,0.7000000000000001,1.1
1687631524600,-5.7,0.7000000000000001,2.2
1687631524617,-6.5,0.6000000000000001,2.4000000000000004
1687631524634,-6.2,0.1,2.2
1687631524650,-5.800000000000001,-0.2,2.3000000000000003
1687631524667,-5.6000000000000005,-0.7000000000000001,2.8000000000000003
1687631524683,-5.4,-1.6,2.4000000000000004
1687631524700,-4.9,-2.1,2.2
1687631524716,-3.4000000000000004,-2.2,2.7
1687631524733,-2.5,-2.8000000000000003,3.6
1687631524750,-2.1,-3.5,3.7
1687631524767,-2.2,-4,2.7
1687631524783,-1.8,-4.3,1.9000000000000001
1687631524800,-1.4000000000000001,-4.5,1
1687631524817,-1.1,-5,0.30000000000000004
1687631524833,-0.9,-5.300000000000001,0.9
1687631524850,0.2,-5.4,1.6
1687631524866,1,-5.9,1.3
1687631524883,0.7000000000000001,-5.9,0.4
1687631524900,1.2000000000000002,-5.800000000000001,0
1687631524916,2.4000000000000004,-5.5,0.2
1687631524933,3.7,-5.300000000000001,0.30000000000000004
1687631524950,4.6000000000000005,-5,0.7000000000000001
1687631524967,4.800000000000001,-4.7,0.2
1687631524983,4.2,-4.5,-0.5
1687631525000,3.9000000000000004,-4.5,-1.4000000000000001
1687631525019,3.9000000000000004,-4.5,-1.7000000000000002
1687631525033,5,-4,0.1
1687631525050,7,-3.7,1.1
1687631525066,8.200000000000001,-3.4000000000000004,0.30000000000000004
1687631525083,7.2,-3.3000000000000003,-1.8
1687631525100,4.4,-4,-2.7
1687631525117,2,-4.5,-0.9
1687631525134,3.8000000000000003,-3.9000000000000004,1.2000000000000002
1687631525150,7,-3.2,0.8
1687631525166,7.6000000000000005,-2.7,-0.9
1687631525183,6.300000000000001,-2.7,-2
1687631525200,4.2,-3.3000000000000003,-1.2000000000000002
1687631525217,4.1000000000000005,-3.4000000000000004,0.30000000000000004
1687631525233,4.6000000000000005,-2.9000000000000004,0.1
1687631525250,6.2,-1.8,0.4
1687631525266,7.9,0.1,1.2000000000000002
1687631525283,8.4,1.9000000000000001,-1.2000000000000002
1687631525300,6.300000000000001,1.9000000000000001,1.4000000000000001
1687631525316,4.800000000000001,2.5,5.5
1687631525333,4.1000000000000005,3.5,7.4
1687631525349,4,4.7,5
1687631525369,4.1000000000000005,5.800000000000001,2.7
1687631525383,4.3,6.5,2.7
1687631525400,4.1000000000000005,6.9,4
1687631525416,4.2,7,4.3
1687631525433,4.2,6.7,4.7
1687631525451,3.5,6,5.1000000000000005
1687631525467,1.9000000000000001,5.1000000000000005,5.1000000000000005
1687631525483,0.7000000000000001,4.800000000000001,4.2
1687631525500,-0.2,4.6000000000000005,3.3000000000000003
1687631525517,-0.4,4.4,3.5
1687631525533,-0.4,4.2,4.800000000000001
1687631525550,-1.1,3.7,5.4
1687631525567,-1.7000000000000002,3.7,5.1000000000000005
1687631525583,-1.9000000000000001,3.7,4.2
1687631525602,-2.1,3.4000000000000004,4.2
1687631525617,-2.7,2.7,4.3
1687631525633,-2.9000000000000004,2.2,3.4000000000000004
1687631525651,-2.5,1.9000000000000001,2.7
1687631525668,-1.6,1.2000000000000002,3.9000000000000004
1687631525684,-1.6,1.2000000000000002,3.9000000000000004
1687631525701,-3.1,0,2.5
1687631525717,-2.7,-0.1,2.3000000000000003
1687631525734,-2.5,-0.4,2.3000000000000003
1687631525751,-2.7,-0.5,2
1687631525767,-2.5,-0.4,2.6
1687631525783,-3.4000000000000004,-0.9,3.1
1687631525801,-3.7,-1.3,3.3000000000000003
1687631525817,-3.5,-1.4000000000000001,2.6
1687631525834,-2.9000000000000004,-1.3,1.6
1687631525851,-2.6,-1.5,1.4000000000000001
1687631525868,-3,-1.9000000000000001,2.2
1687631525884,-3.9000000000000004,-2.4000000000000004,2.8000000000000003
1687631525901,-3.6,-2.6,2.8000000000000003
1687631525917,-3.1,-2.7,2.4000000000000004
1687631525934,-3,-2.8000000000000003,2
1687631525951,-2.7,-2.6,2.2
1687631525967,-2.6,-2.7,2
1687631525984,-3.3000000000000003,-3.6,2.4000000000000004
1687631526001,-3.8000000000000003,-4,2.6
1687631526017,-3.1,-4.1000000000000005,2.2
1687631526033,-1.5,-3.6,1.5
1687631526051,-0.7000000000000001,-3.3000000000000003,0.9
1687631526068,-0.9,-3.4000000000000004,0.5
1687631526083,-0.9,-3.2,1.5
1687631526099,-0.9,-3.2,1.5
1687631526117,-0.9,-3.1,0.5
1687631526133,0.4,-2.5,0.2
1687631526150,1.5,-1.9000000000000001,0.1
1687631526167,1.3,-1.7000000000000002,-0.30000000000000004
1687631526184,0.6000000000000001,-1.9000000000000001,-0.4
1687631526200,0.1,-2.1,-0.30000000000000004
1687631526217,0.30000000000000004,-1.9000000000000001,-0.1
1687631526234,1.1,-1.7000000000000002,-0.30000000000000004
1687631526250,1.7000000000000002,-1.5,0.4
1687631526268,1.4000000000000001,-1.3,-0.1
1687631526284,0.7000000000000001,-1.3,-0.5
1687631526300,0.2,-1.2000000000000002,-0.4
1687631526318,0.4,-0.8,-0.4
1687631526334,1.4000000000000001,-0.4,-0.1
1687631526350,1.7000000000000002,0,-0.4
1687631526368,4.5,0.7000000000000001,1
1687631526383,2.8000000000000003,1.4000000000000001,-0.7000000000000001
1687631526400,0.8,0.7000000000000001,-2.1
1687631526417,0.6000000000000001,0.4,-1
1687631526433,1.8,0.4,-1.1
1687631526451,-1.2000000000000002,-0.6000000000000001,0.8
1687631526467,-0.4,-0.6000000000000001,1
1687631526484,-0.30000000000000004,-0.2,-0.4
1687631526500,0.1,0,-1.3
1687631526517,0.9,0.5,-1.1
1687631526533,0.8,0.6000000000000001,-0.8
1687631526550,0.1,0.5,-0.5
1687631526567,-0.1,0.30000000000000004,0.1
1687631526584,0.1,0.4,0.5
1687631526600,-0.1,0.4,-0.2
1687631526618,-0.8,-0.1,-0.8
1687631526634,-1.2000000000000002,-0.5,0.1
1687631526651,-0.8,-0.30000000000000004,0.9
1687631526667,-0.9,-0.2,1
1687631526684,-0.6000000000000001,0,-1
1687631526705,1,0.30000000000000004,0.7000000000000001
1687631526717,-0.2,0.2,0.5
1687631526736,-1.3,-0.2,0.2
1687631526751,-1,0,-0.2
1687631526766,0.1,0.1,-0.5
1687631526785,0.1,0,-0.4
1687631526801,0.1,-0.30000000000000004,0.2
1687631526816,0.4,-0.1,0.7000000000000001
1687631526833,0.1,-0.1,0.30000000000000004
1687631526851,0,0.2,0.1
1687631526866,0.9,0.1,0.5
1687631526883,1,0.1,0.1
1687631526899,1,0.1,0.1
1687631526916,1.5,0.1,0.5
1687631526933,1.1,-0.1,0.2
1687631526950,0.7000000000000001,-0.4,-0.4
1687631526966,1,-0.30000000000000004,-0.7000000000000001
1687631526984,1.1,-0.1,-1.2000000000000002
BREAK
Orientation Data 
Time [ms], x [°], y [°], z [°] 
1687631524284,357.70000000000005,56.1,3.1
1687631524299,357.3,55.800000000000004,3.4000000000000004
1687631524316,355.5,55.5,3.9000000000000004
1687631524333,354.3,55.300000000000004,4.2
1687631524349,353.5,55.400000000000006,4.3
1687631524366,352.6,55.7,4.2
1687631524383,351.70000000000005,56.1,4
1687631524399,349.8,56.400000000000006,3.9000000000000004
1687631524417,348,56.6,4
1687631524433,346.20000000000005,56.7,4.4
1687631524449,344.1,56.900000000000006,5
1687631524466,342.1,57.2,5.9
1687631524483,340.1,57.6,6.9
1687631524499,338.20000000000005,57.800000000000004,7.6000000000000005
1687631524516,336.20000000000005,58.1,8.3
1687631524533,331,58.5,10.700000000000001
1687631524549,328.3,58.800000000000004,12.3
1687631524566,325.8,59.300000000000004,14.100000000000001
1687631524583,323.6,60.1,15.8
1687631524599,321.70000000000005,60.5,17.1
1687631524616,319.90000000000003,61.1,18.5
1687631524633,317.8,61.900000000000006,19.900000000000002
1687631524649,315.1,62.300000000000004,21.6
1687631524666,312.70000000000005,62.7,23.6
1687631524683,310.5,63.1,25.900000000000002
1687631524699,308.5,63.5,28.200000000000003
1687631524716,306.40000000000003,63.800000000000004,30.200000000000003
1687631524733,304.2,64,32.5
1687631524749,301.7,64.3,35.300000000000004
1687631524766,299.3,64.3,38.1
1687631524783,296.40000000000003,64.5,41.6
1687631524799,294.40000000000003,64.60000000000001,44.7
1687631524816,292.8,64.5,47.300000000000004
1687631524833,290.90000000000003,64.5,50
1687631524849,289.8,64.4,52.1
1687631524866,288.90000000000003,64.10000000000001,53.800000000000004
1687631524883,287.7,64,55.7
1687631524899,286.8,63.7,57.5
1687631524916,286.6,63.300000000000004,60
1687631524933,287.40000000000003,63.2,60.2
1687631524949,289,63.1,59.7
1687631524966,291.40000000000003,63.300000000000004,58.7
1687631524983,293.2,63.7,58.300000000000004
1687631525000,295.3,64,57.900000000000006
1687631525016,297.90000000000003,64.4,57.1
1687631525033,301.2,64.60000000000001,55.400000000000006
1687631525049,305.6,64.9,52.7
1687631525066,309.70000000000005,65.10000000000001,50.1
1687631525083,312.40000000000003,64.9,48.300000000000004
1687631525099,314.70000000000005,64.3,46.7
1687631525116,317.6,63.1,45
1687631525133,321.70000000000005,62.2,42.7
1687631525149,326.90000000000003,61.300000000000004,39.400000000000006
1687631525166,330.8,60.7,36.4
1687631525183,333.3,59.7,34
1687631525200,335.40000000000003,58.300000000000004,32
1687631525216,338.3,56.400000000000006,29.8
1687631525233,342.5,54.400000000000006,27.1
1687631525250,346.3,52.800000000000004,24.200000000000003
1687631525266,349.3,51.300000000000004,21.5
1687631525283,352.6,49.300000000000004,18.3
